MPN160,BBF10K_000901
MPN565,BBF10K_001315
MPN244,BBF10K_000990
MPN508,BBF10K_001254
MG_RS00395,BBF10K_001515
MG_RS00870,BBF10K_001606
MG_RS02765,BBF10K_001952
MPN047,BBF10K_000793
rpoC,BBF10K_001262
MG_RS02050,BBF10K_001812
MPN547,BBF10K_001297
gatA,BBF10K_000983
MG_RS00300,BBF10K_001497
MG_RS02475,BBF10K_001894
MG_RS00190,BBF10K_001474
map,BBF10K_000928
MG_RS00010,BBF10K_001440
pgi,BBF10K_000996
ffh,BBF10K_000810
F10_orf750,BBF10K_001082
MPN454,BBF10K_001202
yceC,BBF10K_001042
MG_RS01565,BBF10K_001730
MG_RS00485,BBF10K_001533
gltX,BBF10K_001429
MPN526,BBF10K_001273
MPN269a,BBF10K_001018
MG_RS02660,BBF10K_001931
MG_RS00685,BBF10K_001573
lip3,BBF10K_001193
MG_RS02365,BBF10K_001872
MPN400,BBF10K_001148
MPN295,BBF10K_001045
MG_RS02840,BBF10K_001817
P200,BBF10K_001317
MG_RS02300,BBF10K_001860
MG_RS01595,BBF10K_001736
MPN110,BBF10K_000853
mutB1,BBF10K_001090
MG_RS00880,BBF10K_001608
gap,BBF10K_001181
MG_RS01580,BBF10K_001733
rplK,BBF10K_000964
MG_RS00795,BBF10K_001591
MG_RS02605,BBF10K_001921
oppD,BBF10K_000961
MG_RS00525,BBF10K_001541
rplI,BBF10K_000977
MPN194a,BBF10K_000937
MG_RS00715,BBF10K_001578
MG_RS01890,BBF10K_001789
potA,BBF10K_000803
MG_RS02030,BBF10K_001808
tsr,BBF10K_000773
MG_RS00295,BBF10K_001496
MPN048a,BBF10K_000795
MPN549,BBF10K_001299
ulaA,BBF10K_001243
MG_RS01970,BBF10K_001796
rplX,BBF10K_000917
MPN684,BBF10K_001435
MPN101,BBF10K_000844
MG_RS01110,BBF10K_001656
orf4,BBF10K_000881
MG_RS02320,BBF10K_001864
MPN015,BBF10K_000763
MPN405a,BBF10K_001154
MG_RS01880,BBF10K_001787
pmd1,BBF10K_000766
MG_RS01080,BBF10K_001649
MPN150,BBF10K_000889
MG_RS01190,BBF10K_001670
MG_RS01015,BBF10K_001636
MPN411,BBF10K_001162
asnC,BBF10K_000998
MG_RS00945,BBF10K_001621
MG_RS02450,BBF10K_001889
cbiO,BBF10K_000936
MG_RS00270,BBF10K_001490
hmw1,BBF10K_001195
MG_RS00740,BBF10K_001583
thrSv,BBF10K_001303
hit1,BBF10K_001023
rplO,BBF10K_000925
MG_RS01025,BBF10K_001638
MG_RS02175,BBF10K_001834
MPN094,BBF10K_000840
msbA,BBF10K_000767
MG_RS00110,BBF10K_001458
MG_RS01465,BBF10K_001715
MG_RS01730,BBF10K_001759
rpsQ,BBF10K_000915
MG_RS01010,BBF10K_001635
MG_RS02415,BBF10K_001882
yabC,BBF10K_000820
MG_RS02700,BBF10K_001939
atpH,BBF10K_001353
MPN523,BBF10K_001270
rplT,BBF10K_000859
MPN491a,BBF10K_001238
MPN223,BBF10K_000968
MG_RS02610,BBF10K_001922
MG_RS01275,BBF10K_001679
rpmF,BBF10K_001290
holB,BBF10K_000755
ylxM,BBF10K_001175
yaaC,BBF10K_000899
MPN435,BBF10K_001186
MG_RS00975,BBF10K_001627
pdhC,BBF10K_001137
pip,BBF10K_000770
rbgA,BBF10K_001406
MG_RS00620,BBF10K_001560
glpK,BBF10K_000798
MG_RS02635,BBF10K_001927
MG_RS00560,BBF10K_001548
MG_RS02615,BBF10K_001923
MG_RS00285,BBF10K_001494
MG_RS00350,BBF10K_001506
MG_RS01225,BBF10K_001677
ysr1,BBF10K_001017
MPN213,BBF10K_000957
MG_RS00505,BBF10K_001537
valS,BBF10K_001224
MG_RS01505,BBF10K_001719
atpG,BBF10K_001351
deaD,BBF10K_001191
glyA,BBF10K_001878
adh,BBF10K_001314
MG_RS00810,BBF10K_001594
ygl3,BBF10K_001268
MPN347a,BBF10K_001095
MPN294,BBF10K_001044
MG_RS01215,BBF10K_001675
MG_RS02015,BBF10K_001805
atpD,BBF10K_001350
rpsJ,BBF10K_000905
vacB,BBF10K_000989
rpsG,BBF10K_000972
MG_RS01200,BBF10K_001672
MG_RS00855,BBF10K_001603
pgm,BBF10K_001380
MG_RS00900,BBF10K_001612
MG_RS01440,BBF10K_001710
MG_RS02195,BBF10K_001838
rpoE,BBF10K_000772
hsdS,BBF10K_001367
MPN575,BBF10K_001325
MG_RS02770,BBF10K_001953
MPN096,BBF10K_000842
MG_RS01535,BBF10K_001725
MG_RS00690,BBF10K_001574
mtd1,BBF10K_000765
MG_RS02025,BBF10K_001807
MG_RS00580,BBF10K_001552
MG_RS01895,BBF10K_001790
tig,BBF10K_001080
MG_RS01285,BBF10K_001681
MG_RS01390,BBF10K_001700
MG_RS02495,BBF10K_001898
MG_RS02115,BBF10K_001825
MG_RS02200,BBF10K_001839
MPN119,BBF10K_000861
MPN572,BBF10K_001322
MPN419,BBF10K_001169
MPN614,BBF10K_001366
MG_RS01920,BBF10K_001793
MPN518,BBF10K_001265
rpsK,BBF10K_000932
MPN620,BBF10K_001372
MG_RS01860,BBF10K_001783
MG_RS02555,BBF10K_001911
MG_RS02665,BBF10K_001932
rpsP,BBF10K_001411
rnc,BBF10K_001295
MPN654,BBF10K_001404
MPN207a,BBF10K_000950
MG_RS00510,BBF10K_001538
MPN406,BBF10K_001155
MG_RS02390,BBF10K_001877
MPN358,BBF10K_001107
MPN145,BBF10K_000886
MPN108,BBF10K_000851
MG_RS01845,BBF10K_001780
nrdI,BBF10K_001072
MG_RS01900,BBF10K_001791
orf8,BBF10K_001197
MG_RS00800,BBF10K_001592
MG_RS00655,BBF10K_001567
MG_RS01005,BBF10K_001634
MG_RS00335,BBF10K_001503
MPN441,BBF10K_001190
MG_RS00230,BBF10K_001482
rnpA,BBF10K_001432
MG_RS01125,BBF10K_001659
MG_RS00725,BBF10K_001580
come3,BBF10K_001199
rplA,BBF10K_000965
MPN239,BBF10K_000985
MG_RS02250,BBF10K_001850
MG_RS01855,BBF10K_001782
rpsI,BBF10K_001368
MPN593,BBF10K_001345
MG_RS02130,BBF10K_001827
MG_RS01040,BBF10K_001641
MPN054,BBF10K_000802
MG_RS00080,BBF10K_001452
P1,BBF10K_000882
MPN047a,BBF10K_000794
MG_RS00430,BBF10K_001522
rplF,BBF10K_000922
MG_RS01030,BBF10K_001639
MG_RS00030,BBF10K_001444
MG_RS01630,BBF10K_001743
MG_RS02655,BBF10K_001930
MG_RS02625,BBF10K_001925
MG_RS00355,BBF10K_001507
MPN534a,BBF10K_001283
MG_RS02385,BBF10K_001876
MPN377,BBF10K_001124
MG_RS01825,BBF10K_001776
pilB,BBF10K_001413
MG_RS02630,BBF10K_001926
nadD,BBF10K_001085
MPN104,BBF10K_000846
MG_RS02720,BBF10K_001943
arcA,BBF10K_001310
pgk,BBF10K_001180
MPN031,BBF10K_000779
MPN581,BBF10K_001331
ruvA,BBF10K_001284
MPN412,BBF10K_001163
MG_RS00480,BBF10K_001532
ktrA,BBF10K_001206
MG_RS02595,BBF10K_001919
MG_RS01325,BBF10K_001688
rplE,BBF10K_000918
MG_RS00840,BBF10K_001600
pepX,BBF10K_001213
MG_RS01085,BBF10K_001650
MG_RS02105,BBF10K_001823
MG_RS00095,BBF10K_001455
MPN506,BBF10K_001252
MPN464,BBF10K_001209
MG_RS00380,BBF10K_001512
gmk,BBF10K_000992
MPN642,BBF10K_001392
MG_RS01220,BBF10K_001676
MG_RS01995,BBF10K_001801
MPN199a,BBF10K_000943
dnaA,BBF10K_001437
MPN436,BBF10K_001187
MG_RS00150,BBF10K_001466
metX,BBF10K_000808
MG_RS01555,BBF10K_001728
MG_RS02380,BBF10K_001875
MPN278a,BBF10K_001029
MG_RS01615,BBF10K_001740
MG_RS02110,BBF10K_001824
hisS,BBF10K_000791
MPN100,BBF10K_000843
galE,BBF10K_001005
artP,BBF10K_001183
ftsZ,BBF10K_001066
MPN233,BBF10K_000979
MPN504,BBF10K_001250
ppnK,BBF10K_001015
MPN499,BBF10K_001246
MG_RS01990,BBF10K_001800
pdhB,BBF10K_001139
yaaF,BBF10K_001133
fpg,BBF10K_001127
MG_RS00835,BBF10K_001599
MG_RS01835,BBF10K_001778
MPN517,BBF10K_001264
