Name,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,TotalReuse
BBa_K106673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142200,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4
BBa_K142201,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
BBa_K165030,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116500,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
BBa_K106683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K165031,0,0,0,0,0,8,0,1,0,0,0,0,0,0,9
BBa_K142018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106686,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
BBa_K142019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K142023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_I715039,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5
BBa_K106692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112332,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K116501,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
BBa_K112334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116502,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
BBa_K112343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K106694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_J36801,0,0,0,3,0,6,0,0,0,0,0,0,0,0,9
BBa_J36804,0,0,0,4,0,4,0,0,0,0,0,0,0,0,8
BBa_J36802,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7
BBa_I15040,0,0,1,1,0,1,0,0,0,0,1,0,0,0,4
BBa_K112121,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
BBa_K133055,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
BBa_K133016,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18
BBa_K133010,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12
BBa_K116401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_J04430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_I763004,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4
BBa_I13601,0,5,0,0,0,1,0,0,0,0,0,0,0,0,6
BBa_E0420,0,7,0,7,0,0,0,9,3,3,0,1,0,0,30
BBa_J04450,0,0,0,0,0,1,7,3,1,3,1,12,4,2,34
BBa_K165037,0,0,0,0,0,8,0,2,0,0,1,11,0,0,22
BBa_K116601,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
BBa_K133046,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
BBa_K086021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086030,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K086033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K133025,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K133052,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
BBa_I732910,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
BBa_K165046,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
BBa_K165048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_I764001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K133068,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
BBa_K152001,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4
BBa_K133140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_J36835,0,0,0,10,0,1,2,0,0,0,0,0,0,0,13
BBa_J36836,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6
BBa_K152002,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4
BBa_K076001,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
BBa_K076002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K076003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K076004,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K076005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K076006,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K076008,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K076009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K076010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K076011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K076012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K076014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K076016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K076017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112416,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
BBa_J63008,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
BBa_K116602,0,0,0,0,0,10,15,0,0,0,0,0,0,0,25
BBa_K116603,0,0,0,0,0,18,13,0,0,0,0,0,0,0,31
BBa_K116609,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
BBa_K112126,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
BBa_K112124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116616,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K116617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116625,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
BBa_K152003,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4
BBa_K116626,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K116634,0,0,0,0,0,1,0,2,3,1,0,0,0,0,7
BBa_K116635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116640,0,0,0,0,0,2,5,0,0,0,0,1,0,0,8
BBa_K116645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K116669,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K152006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K152008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K152009,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_K112131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_K112805,0,0,0,0,0,2,0,4,10,1,0,0,0,0,17
BBa_K112806,0,0,0,0,0,2,2,4,11,2,0,6,3,0,30
BBa_K112807,0,0,0,0,0,2,0,4,6,0,0,0,0,0,12
BBa_J37015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_J69506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BBa_C0361,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_C0378,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BBa_J70027,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_J70030,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5
BBa_J70031,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
BBa_J70034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J69010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J70040,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_J70042,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
BBa_J70044,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
BBa_J70046,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_J70050,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J70052,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_J69516,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_J70048,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
BBa_K091215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J31007,0,0,0,28,21,0,6,12,0,0,0,2,0,0,69
BBa_K091220,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
BBa_J31002,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
BBa_J44001,0,0,0,5,27,0,19,7,4,0,0,0,0,0,62
BBa_K091221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_K177000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_B1001,0,0,0,0,2,0,6,0,2,0,0,0,0,0,10
BBa_K177001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_K177002,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_K177003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_Z0301,0,0,0,5,0,0,1,2,0,0,0,0,0,0,8
BBa_K177004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_I10001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_K177007,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_J61044,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_K177009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J06505,0,0,4,7,5,0,1,0,3,0,1,2,0,0,23
BBa_I716028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J69013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_K091222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_I725016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_E0051,0,0,0,0,0,0,1,4,3,10,0,0,0,0,18
BBa_I13501,0,0,0,0,1,0,2,3,0,0,0,0,0,0,6
BBa_E0038,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_I7101,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8
BBa_J70029,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27
BBa_J69511,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_I11010,0,8,0,2,0,0,3,0,0,0,0,0,0,0,13
BBa_M11078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_K093015,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_M10093,0,0,0,0,0,0,18,1,0,0,0,0,0,0,19
BBa_M10026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_M10011,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_T1001,0,0,0,0,0,0,3,2,5,0,0,0,0,0,10
BBa_M10052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_K176000,0,0,0,0,0,0,3,0,0,0,16,0,0,0,19
BBa_M10088,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_M10023,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
BBa_M10034,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_M10044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_M10063,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_T1002,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4
BBa_M10049,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_M10014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_I769902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J31006,0,0,0,4,9,0,15,1,0,0,8,0,0,0,37
BBa_J3101,0,0,0,21,1,0,4,1,0,0,0,0,0,0,27
BBa_J70307,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_E0021,0,14,2,0,0,0,23,0,0,0,0,0,0,0,39
BBa_E0031,0,14,1,0,0,0,32,0,0,0,0,0,0,0,47
BBa_S04205,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_S04301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_S04206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_S04303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_S04302,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_S04305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_S04304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_S04208,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_S04209,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_S04215,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_I732080,0,0,0,0,6,0,1,0,0,0,0,0,0,0,7
BBa_K176008,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13
BBa_J70315,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
BBa_K176009,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13
BBa_K216000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_B1003,0,0,0,0,2,0,4,1,0,0,0,0,0,0,7
BBa_B1004,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6
BBa_B1005,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6
BBa_B1007,0,0,0,0,2,0,4,3,0,0,0,0,0,0,9
BBa_B1010,0,0,0,0,2,0,4,0,0,0,4,0,0,0,10
BBa_C100001,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BBa_C100002,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BBa_C100003,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_C100004,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_C100005,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_C100006,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_C100007,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_C100008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_C100009,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BBa_C100010,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BBa_C100011,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BBa_C100012,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BBa_C100013,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
BBa_K294060,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_K294000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BBa_B0013,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4
BBa_P101101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_P101113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BBa_J23103,0,0,0,0,0,0,11,3,2,1,3,4,1,0,25
BBa_K223000,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14
BBa_K223001,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15
BBa_J23110,0,0,0,0,0,0,15,14,10,12,13,7,21,1,93
BBa_E0424,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BBa_J44002,0,0,0,10,1,0,5,6,0,0,0,0,1,0,23
BBa_J04500,0,0,0,2,2,0,1,1,9,26,28,25,40,1,135
BBa_B0017,0,0,0,0,0,0,1,6,0,10,2,0,0,0,19
BBa_K274100,0,0,0,0,0,0,0,3,7,1,0,0,1,0,12
BBa_K216005,0,0,0,0,0,0,4,3,5,2,1,1,1,0,17
BBa_B0040,0,2,0,0,0,0,3,0,0,7,0,1,0,0,13
BBa_K208000,0,0,0,0,0,0,8,13,2,12,2,0,0,0,37
BBa_B0105,0,0,0,0,0,0,54,173,0,0,0,54,50,0,331
BBa_J63005,0,0,0,0,1,0,3,4,0,1,9,0,1,0,19
BBa_J33202,0,0,0,1,0,0,2,4,1,0,0,0,0,0,8
BBa_K206001,0,0,0,0,0,0,2,3,0,3,0,3,0,0,11
BBa_K208017,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_J23112,0,0,0,0,3,0,3,3,0,7,1,4,2,0,23
BBa_K252000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K197026,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
BBa_K252009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K197004,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
BBa_J95000,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28
BBa_J95001,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28
BBa_K416000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K416001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K416003,0,0,0,0,0,0,0,5,0,2,0,2,3,0,12
BBa_K390016,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
BBa_K390017,0,0,0,0,0,0,0,1,7,2,3,0,0,0,13
BBa_R0050,8,23,1,0,3,0,0,0,0,0,0,0,0,0,35
BBa_K365001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K365005,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12
BBa_K310002,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K322921,0,0,0,0,0,0,0,2,2,3,0,0,2,0,9
BBa_K322123,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6
BBa_K322705,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K322706,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K305003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K305004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_R0061,0,2,0,0,0,0,0,5,1,0,0,0,1,0,9
BBa_K322922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K371008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K371049,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15
BBa_K371050,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13
BBa_K371012,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BBa_K365009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K392003,0,0,0,0,0,0,0,4,0,2,0,4,10,0,20
BBa_K371020,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BBa_I732017,0,0,0,0,0,0,0,1,3,5,1,0,1,0,11
BBa_K299810,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4
BBa_K299811,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3
BBa_K416005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K314200,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
BBa_K313013,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
BBa_K309000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K309012,0,0,0,0,0,0,0,12,8,0,0,0,0,0,20
BBa_K309020,0,0,0,0,0,0,0,9,4,0,0,0,0,0,13
BBa_K313024,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BBa_K313026,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BBa_K338001,0,0,0,0,0,0,0,4,0,3,0,2,0,0,9
BBa_K392006,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
BBa_K302032,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
BBa_K302033,0,0,0,0,0,0,0,0,0,2,3,3,0,0,8
BBa_K371021,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
BBa_K371024,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
BBa_K376006,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K373000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BBa_K376005,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
BBa_K376012,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BBa_K376013,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
BBa_Q04511,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12
BBa_Q04520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BBa_Q04530,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6
BBa_E0432,3,13,0,1,0,0,0,0,1,6,0,0,0,0,24
BBa_K592010,0,0,0,0,0,0,0,0,1,3,4,1,2,0,11
BBa_K598002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K917000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K729003,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K729004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K917006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
BBa_K917003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K917009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K775000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K775001,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K775002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K775003,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K861001,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K861011,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
BBa_K861043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
BBa_K861044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
BBa_K861045,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
BBa_K861023,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K861060,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
BBa_K917002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K874000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
BBa_K817001,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
BBa_K817002,0,0,0,0,0,0,0,0,0,4,0,8,7,0,19
BBa_K817052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K777121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
BBa_K777109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
BBa_K817022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K817023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K817024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K818200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K818300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K874001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_S05066,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
BBa_K809001,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
BBa_K855004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
BBa_K743000,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
BBa_K743001,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
BBa_K743003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_S05073,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
BBa_K809401,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
BBa_K750104,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
